Incident_ID,Civilian_Officer,ORI,Gender,Race_Ethnic_Group,Asian_Race,Age,Injured,Injury_Level,Injury_Type,Medical_Aid,Injury_From_Preexisting_Condition,Received_Force_Location,Order_Of_Force_Specified,Order_Of_Force_Str,Received_Force,Received_Force_Type,DISCHARGE_OF_FIREARM_INDIVIDUAL,DISCHARGE_OF_FIREARM_INCIDENT,CIVILIAN_Mental_Status,CIVILIAN_Assaulted_Officer,CIVILIAN_Highest_Charge,CIVILIAN_Crime_Qualifier,CIVILIAN_Perceived_Armed,CIVILIAN_Perceived_Armed_Weapon,CIVILIAN_Firearm_Type,CIVILIAN_Resisted,CIVILIAN_Resistance_Type,CIVILIAN_Custody_Status,CIVILIAN_Confirmed_Armed,CIVILIAN_Confirmed_Armed_Weapon,CIVILIAN_K12_Type,OFFICER_Officer_Used_Force,OFFICER_Officer_Used_Force_Reason,OFFICER_On_Duty,OFFICER_Dress
URSUS-10-0000-2017-f75,Civilian,CA0100000,male,american_indian,,36_40,TRUE,serious_injury,cut,critial_injuries,FALSE,"rear_below_waist, arms_hands, front_legs",FALSE,k_9_contact,TRUE,k_9_contact,FALSE,FALSE,erratic,FALSE,69 - OBSTRUCT/RESIST EXEC OFCR - M    ,,FALSE,,,TRUE,active_resistance,in_custody_other,FALSE,,,,,,
URSUS-10-0000-2017-f75,Officer,CA0100000,male,hispanic,,26_30,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape, overcome_resistrance",TRUE,patrol_uniform
URSUS-10-0100-2017-25d,Civilian,CA0100100,male,hispanic,,10_17,FALSE,,,,FALSE,,FALSE,,FALSE,,FALSE,FALSE,none,TRUE,241/243 - ASLT/BATT PEACE OFR/ETC - M    ,,FALSE,,,TRUE,active_resistance,in_custody_other,FALSE,,,,,,
URSUS-10-0100-2017-25d,Officer,CA0100100,male,asian,other_asian,31_35,TRUE,serious_injury,bone_fracture,treated_at_facility_released,FALSE,arms_hands,,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,,FALSE,,TRUE,patrol_uniform
URSUS-10-0100-2017-25d,Officer,CA0100100,male,hispanic,,26_30,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,FALSE,,TRUE,patrol_uniform
URSUS-10-0100-2017-b11,Civilian,CA0100100,male,white,,31_35,FALSE,,,,FALSE,head,TRUE,"other_physical_contact, electronic_device",TRUE,"other_physical_contact, electronic_device",FALSE,FALSE,drug_impairment,TRUE,69 - OBSTRUCT/RESIST EXEC OFF - F    ,,TRUE,knife_blade_stabbing,,TRUE,assaultive,in_custody_other,TRUE,knife_blade_stabbing,,,,,
URSUS-10-0100-2017-b11,Officer,CA0100100,male,white,,46_50,TRUE,serious_injury,bone_fracture,treated_at_facility_released,FALSE,"head, arms_hands",,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,,TRUE,effect_arrest,TRUE,patrol_uniform
URSUS-10-0100-2017-b11,Officer,CA0100100,male,white,,51_55,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,effect_arrest,TRUE,patrol_uniform
URSUS-10-0100-2017-b11,Officer,CA0100100,male,hispanic,,31_35,FALSE,,,,FALSE,front_lower_abdomen,,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,,FALSE,,TRUE,patrol_uniform
URSUS-10-0100-2017-b11,Officer,CA0100100,male,white,,31_35,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,FALSE,,TRUE,patrol_uniform
URSUS-10-0500-2017-248,Civilian,CA0100500,male,black,,36_40,TRUE,serious_injury,gunshot_wound,treated_at_facility_released,FALSE,rear_legs,TRUE,discharge_of_firearm_hit,TRUE,discharge_of_firearm_hit,TRUE,TRUE,none,TRUE,29800(A)(1) - FELON/ETC POSS/ETC F/ARM - F    ,,TRUE,firearm,handgun,TRUE,fleeing,in_custody_other,TRUE,firearm,,,,,
URSUS-10-0500-2017-248,Officer,CA0100500,male,hispanic,,46_50,FALSE,,,,FALSE,not_applicable,,,TRUE,threat_of_firearm,FALSE,TRUE,,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape, overcome_resistrance",TRUE,plainclothes
URSUS-10-0500-2017-26f,Civilian,CA0100500,male,hispanic,,51_55,TRUE,serious_injury,gunshot_wound,critial_injuries,FALSE,"front_lower_abdomen, rear_below_waist",FALSE,discharge_of_firearm_hit,TRUE,discharge_of_firearm_hit,TRUE,TRUE,"drug_impairment, alcohol_impairment, erratic",TRUE,245(C) - ADW NOT F/ARM:PO/FIRE:GBI - F    ,,TRUE,knife_blade_stabbing,,TRUE,assaultive,in_custody_other,TRUE,knife_blade_stabbing,,,,,
URSUS-10-0500-2017-26f,Officer,CA0100500,male,white,,31_35,FALSE,,,,FALSE,not_applicable,,,TRUE,knife_blade_stabbing,FALSE,TRUE,,,,,,,,,,,,,,TRUE,"effect_arrest, overcome_resistrance",TRUE,patrol_uniform
URSUS-10-0500-2017-7a0,Civilian,CA0100500,male,hispanic,,26_30,TRUE,serious_injury,gunshot_wound,treated_at_facility_released,FALSE,"head, front_upper_chest, arms_hands",FALSE,,TRUE,discharge_of_firearm_hit,TRUE,TRUE,"drug_impairment, alcohol_impairment, erratic",TRUE,245(C) - ADW NOT F/ARM:PO/FIRE:GBI - F    ,,FALSE,,,TRUE,assaultive,in_custody_other,FALSE,,,,,,
URSUS-10-0500-2017-7a0,Officer,CA0100500,female,hispanic,,36_40,TRUE,injury,"abrasion_laceration, bruised",treated_at_facility_released,FALSE,"head, rear_below_waist",,,TRUE,civilian_vehicle,FALSE,TRUE,,,,,,,,,,,,,,FALSE,,TRUE,patrol_uniform
URSUS-10-0500-2017-7a0,Officer,CA0100500,female,hispanic,,36_40,FALSE,,,,FALSE,,,,FALSE,,FALSE,TRUE,,,,,,,,,,,,,,TRUE,"overcome_resistrance, defense",TRUE,patrol_uniform
URSUS-10-0500-2017-7a0,Officer,CA0100500,male,hispanic,,31_35,FALSE,,,,FALSE,,,,FALSE,,FALSE,TRUE,,,,,,,,,,,,,,TRUE,"overcome_resistrance, defense",TRUE,patrol_uniform
URSUS-10-0500-2017-7a0,Officer,CA0100500,male,white,,21_25,FALSE,,,,FALSE,,,,FALSE,,FALSE,TRUE,,,,,,,,,,,,,,TRUE,"overcome_resistrance, defense",TRUE,patrol_uniform
URSUS-10-0500-2017-910,Civilian,CA0100500,male,hispanic,,21_25,TRUE,death,gunshot_wound,died_in_transit,FALSE,front_upper_chest,FALSE,,TRUE,discharge_of_firearm_hit,TRUE,TRUE,none,TRUE,,,TRUE,firearm,"handgun, rifle",TRUE,assaultive,deceased,TRUE,firearm,,,,,
URSUS-10-0500-2017-910,Officer,CA0100500,male,hispanic,,21_25,FALSE,,,,FALSE,not_applicable,,,TRUE,"threat_of_firearm, discharge_of_firearm_miss",TRUE,TRUE,,,,,,,,,,,,,,TRUE,"effect_arrest, overcome_resistrance, defense",TRUE,patrol_uniform
URSUS-10-0500-2017-910,Officer,CA0100500,male,white,,21_25,FALSE,,,,FALSE,not_applicable,,,TRUE,"threat_of_firearm, discharge_of_firearm_miss",TRUE,TRUE,,,,,,,,,,,,,,TRUE,"effect_arrest, overcome_resistrance, defense",TRUE,patrol_uniform
URSUS-10-0500-2017-ce4,Civilian,CA0100500,male,hispanic,,10_17,TRUE,death,gunshot_wound,critial_injuries,FALSE,head,FALSE,discharge_of_firearm_hit,TRUE,discharge_of_firearm_hit,TRUE,TRUE,none,FALSE,,,TRUE,firearm,,TRUE,active_resistance,deceased,FALSE,,,,,,
URSUS-10-0500-2017-ce4,Officer,CA0100500,male,hispanic,,46_50,FALSE,,,,FALSE,,,,FALSE,,FALSE,TRUE,,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape, overcome_resistrance",TRUE,plainclothes
URSUS-10-0500-2017-ea3,Civilian,CA0100500,male,hispanic,,41_45,TRUE,death,abrasion_laceration,critial_injuries,FALSE,front_upper_chest,FALSE,"other_control_hold, other_physical_contact",TRUE,"other_control_hold, other_physical_contact",FALSE,FALSE,"drug_impairment, erratic",FALSE,,,FALSE,,,TRUE,active_resistance,deceased,FALSE,,,,,,
URSUS-10-0500-2017-ea3,Officer,CA0100500,male,white,,41_45,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"effect_arrest, overcome_resistrance",TRUE,utility
URSUS-10-0500-2017-ea3,Officer,CA0100500,male,hispanic,,31_35,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"effect_arrest, overcome_resistrance",TRUE,utility
URSUS-10-0600-2017-9e3,Civilian,CA0100600,male,hispanic,,18_20,TRUE,serious_injury,gunshot_wound,critial_injuries,FALSE,not_applicable,FALSE,discharge_of_firearm_hit,TRUE,discharge_of_firearm_hit,TRUE,TRUE,none,TRUE,245(D)(1) - ASLT PO W/FIREARM - F    ,,TRUE,firearm,handgun,TRUE,life_threatening,in_custody_other,TRUE,firearm,,,,,
URSUS-10-0600-2017-9e3,Officer,CA0100600,male,hispanic,,31_35,FALSE,,,,FALSE,not_applicable,,,TRUE,threat_of_firearm,FALSE,TRUE,,,,,,,,,,,,,,TRUE,effect_arrest,TRUE,patrol_uniform
URSUS-10-1500-2017-56f,Civilian,CA0101500,male,hispanic,,41_45,TRUE,death,gunshot_wound,died_in_transit,TRUE,front_upper_chest,FALSE,discharge_of_firearm_hit,TRUE,discharge_of_firearm_hit,TRUE,TRUE,drug_impairment,TRUE,,,TRUE,knife_blade_stabbing,,TRUE,assaultive,deceased,TRUE,knife_blade_stabbing,,,,,
URSUS-10-1500-2017-56f,Officer,CA0101500,male,white,,41_45,FALSE,,,,,not_applicable,,,TRUE,knife_blade_stabbing,FALSE,TRUE,,,,,,,,,,,,,,FALSE,,TRUE,patrol_uniform
URSUS-10-1500-2017-56f,Officer,CA0101500,male,black,,31_35,FALSE,,,,FALSE,,,,FALSE,,FALSE,TRUE,,,,,,,,,,,,,,TRUE,defense,TRUE,patrol_uniform
URSUS-10-1500-2017-56f,Officer,CA0101500,male,hispanic,,26_30,FALSE,,,,FALSE,,,,FALSE,,FALSE,TRUE,,,,,,,,,,,,,,TRUE,defense,TRUE,patrol_uniform
URSUS-10-1500-2017-56f,Officer,CA0101500,male,hispanic,,26_30,FALSE,,,,FALSE,,,,FALSE,,FALSE,TRUE,,,,,,,,,,,,,,FALSE,,TRUE,patrol_uniform
URSUS-11-0100-2017-4d9,Civilian,CA0110100,male,white,,18_20,TRUE,serious_injury,"bone_fracture, abrasion_laceration",treated_at_facility_released,FALSE,"front_upper_chest, front_lower_abdomen, arms_hands",TRUE,"electronic_device, other_physical_contact",TRUE,"other_physical_contact, electronic_device",FALSE,FALSE,drug_impairment,TRUE,148(A)(1) - OBSTRUCT/ETC PUB OFCR/ETC - M    ,,TRUE,unknown,,TRUE,assaultive,in_custody_other,FALSE,,,,,,
URSUS-11-0100-2017-4d9,Officer,CA0110100,male,white,,31_35,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"effect_arrest, overcome_resistrance",TRUE,patrol_uniform
URSUS-11-0100-2017-4d9,Officer,CA0110100,male,white,,46_50,FALSE,,,,FALSE,arms_hands,,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"effect_arrest, overcome_resistrance",TRUE,patrol_uniform
URSUS-11-0100-2017-aac,Civilian,CA0110100,male,white,,31_35,TRUE,serious_injury,"bone_fracture, bruised",treated_at_facility_released,FALSE,"front_upper_chest, arms_hands",FALSE,"other_control_hold, threat_of_firearm",TRUE,other_control_hold,FALSE,FALSE,drug_impairment,TRUE,69 - OBSTRUCT/RESIST EXEC OFF - F    ,,FALSE,,,TRUE,active_resistance,cited_and_released,FALSE,,,,,,
URSUS-11-0100-2017-aac,Civilian,CA0110100,female,white,,31_35,FALSE,,,,FALSE,not_applicable,FALSE,,TRUE,threat_of_firearm,FALSE,FALSE,none,FALSE,148(A)(2) - OBSTR/ETC PUB OFC:RADIO - M    ,,FALSE,,,TRUE,passive_non_compliance,cited_and_released,FALSE,,,,,,
URSUS-11-0100-2017-aac,Officer,CA0110100,male,white,,36_40,FALSE,,,,FALSE,not_applicable,,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape, overcome_resistrance",TRUE,patrol_uniform
URSUS-11-0100-2017-aac,Officer,CA0110100,male,hispanic,,26_30,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,FALSE,,TRUE,patrol_uniform
URSUS-11-0100-2017-b4d,Civilian,CA0110100,male,white,,26_30,TRUE,serious_injury,"gunshot_wound, cut",treated_at_facility_released,FALSE,head,FALSE,"discharge_of_firearm_miss, discharge_of_firearm_hit",TRUE,"discharge_of_firearm_miss, discharge_of_firearm_hit",TRUE,TRUE,erratic,TRUE,245(A)(1) - FORCE/ADW NOT FIREARM:GBI - F    ,,TRUE,"other_dangerous_weapon, unknown",,TRUE,life_threatening,in_custody_other,TRUE,other_dangerous_weapon,,,,,
URSUS-11-0100-2017-b4d,Officer,CA0110100,male,white,,41_45,FALSE,,,,FALSE,head,,,TRUE,"chemical_spray, other_dangerous_weapon",FALSE,TRUE,,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape, overcome_resistrance",TRUE,patrol_uniform
URSUS-11-0100-2017-b4d,Officer,CA0110100,male,hispanic,,26_30,FALSE,,,,FALSE,head,,,TRUE,chemical_spray,FALSE,TRUE,,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape, overcome_resistrance, defense",TRUE,patrol_uniform
URSUS-12-0000-2017-7ba,Civilian,CA0120000,male,hispanic,,26_30,TRUE,serious_injury,gunshot_wound,critial_injuries,FALSE,"front_upper_chest, front_legs",FALSE,discharge_of_firearm_hit,TRUE,discharge_of_firearm_hit,TRUE,TRUE,none,TRUE,217.1(B) - ATT MURDER PUB OFCL - F    ,,TRUE,firearm,shotgun,TRUE,life_threatening,in_custody_other,TRUE,firearm,,,,,
URSUS-12-0000-2017-7ba,Officer,CA0120000,male,white,,46_50,FALSE,,,,FALSE,not_applicable,,,TRUE,discharge_of_firearm_miss,TRUE,TRUE,,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-12-0000-2017-7ba,Officer,CA0120000,female,white,,26_30,TRUE,serious_injury,gunshot_wound,other_circumstance,FALSE,front_upper_chest,,,TRUE,discharge_of_firearm_miss,TRUE,TRUE,,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-12-0000-2017-854,Civilian,CA0120000,male,american_indian,,46_50,TRUE,injury,abrasion_laceration,treated_at_facility_released,FALSE,"neck_throat, rear_upper_back",FALSE,discharge_of_firearm_miss,TRUE,discharge_of_firearm_miss,TRUE,TRUE,none,FALSE,,,FALSE,,handgun,FALSE,,none_of_these,TRUE,firearm,,,,,
URSUS-12-0000-2017-854,Officer,CA0120000,male,white,,26_30,FALSE,,,,FALSE,,,,FALSE,,FALSE,TRUE,,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-12-0000-2017-854,Officer,CA0120000,male,white,,21_25,FALSE,,,,FALSE,,,,FALSE,,FALSE,TRUE,,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-12-0100-2017-4d7,Civilian,CA0120100,male,black,,26_30,TRUE,death,gunshot_wound,died_in_transit,FALSE,"front_upper_chest, front_lower_abdomen, rear_below_waist, arms_hands",FALSE,discharge_of_firearm_hit,TRUE,discharge_of_firearm_hit,TRUE,TRUE,"drug_impairment, alcohol_impairment, erratic",TRUE,,,TRUE,firearm,handgun,TRUE,life_threatening,deceased,TRUE,firearm,,,,,
URSUS-12-0100-2017-4d7,Officer,CA0120100,male,white,,31_35,FALSE,,,,FALSE,not_applicable,,,TRUE,discharge_of_firearm_miss,TRUE,TRUE,,,,,,,,,,,,,,TRUE,defense,TRUE,patrol_uniform
URSUS-12-0800-2017-b3d,Officer,CA0120800,male,white,,51_55,TRUE,serious_injury,gunshot_wound,critial_injuries,FALSE,front_legs,,,TRUE,discharge_of_firearm_hit,TRUE,TRUE,,,,,,,,,,,,,,TRUE,"prevent_escape, overcome_resistrance, defense",TRUE,patrol_uniform
URSUS-15-0000-2017-b1e,Civilian,CA0150000,male,white,,26_30,TRUE,death,abrasion_laceration,died_in_transit,TRUE,arms_hands,FALSE,"other_control_hold, other_physical_contact",TRUE,"other_control_hold, other_physical_contact",FALSE,FALSE,"drug_impairment, erratic",TRUE,,,FALSE,,,TRUE,active_resistance,deceased,FALSE,,,,,,
URSUS-15-0000-2017-b1e,Officer,CA0150000,male,white,,36_40,FALSE,,,,FALSE,not_applicable,,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape, overcome_resistrance",TRUE,patrol_uniform
URSUS-15-0000-2017-b1e,Officer,CA0150000,male,hispanic,,51_55,TRUE,injury,abrasion_laceration,no_medical_aid,FALSE,"head, front_legs",,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape, overcome_resistrance",TRUE,patrol_uniform
URSUS-15-013G-2017-02e,Civilian,CA015013G,male,black,,21_25,FALSE,,,,FALSE,arms_hands,TRUE,other_control_hold,TRUE,other_control_hold,FALSE,FALSE,erratic,TRUE,148(A)(1) - OBSTRUCT/ETC PUB OFCR/ETC - M    ,,TRUE,unknown,,TRUE,active_resistance,in_custody_other,FALSE,,,,,,
URSUS-15-013G-2017-02e,Officer,CA015013G,male,black,,31_35,TRUE,serious_injury,sprain,treated_at_facility_released,FALSE,arms_hands,,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,,TRUE,effect_arrest,TRUE,patrol_uniform
URSUS-15-013G-2017-02e,Officer,CA015013G,male,white,,41_45,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,FALSE,,TRUE,patrol_uniform
URSUS-15-013G-2017-7f6,Civilian,CA015013G,male,black,,21_25,FALSE,,,,FALSE,"head, rear_upper_back",TRUE,"other_control_hold, other_physical_contact, electronic_device",TRUE,"other_control_hold, other_physical_contact, electronic_device",FALSE,FALSE,none,TRUE,69 - OBSTRUCT/RESIST EXEC OFF - F    ,,TRUE,unknown,,TRUE,assaultive,in_custody_other,FALSE,,,,,,
URSUS-15-013G-2017-7f6,Officer,CA015013G,male,"white, other",,31_35,TRUE,injury,abrasion_laceration,treated_on_scene,FALSE,arms_hands,,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape",TRUE,patrol_uniform
URSUS-15-013G-2017-7f6,Officer,CA015013G,male,"white, other",,31_35,FALSE,,,,FALSE,front_below_waist,,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape",TRUE,patrol_uniform
URSUS-15-013G-2017-7f6,Officer,CA015013G,male,hispanic,,51_55,TRUE,serious_injury,bone_fracture,treated_at_facility_released,FALSE,front_upper_chest,,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape",TRUE,patrol_uniform
URSUS-15-013G-2017-7f6,Officer,CA015013G,male,"hispanic, white",,31_35,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,FALSE,,TRUE,patrol_uniform
URSUS-15-013G-2017-7f6,Officer,CA015013G,female,hispanic,,26_30,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,FALSE,,TRUE,patrol_uniform
URSUS-15-013G-2017-f84,Civilian,CA015013G,male,black,,41_45,FALSE,,,,FALSE,front_upper_chest,TRUE,other_control_hold,TRUE,other_control_hold,FALSE,FALSE,none,TRUE,148(A)(1) - OBSTRUCT/ETC PUB OFCR/ETC - M    ,,FALSE,,,TRUE,active_resistance,in_custody_other,FALSE,,,,,,
URSUS-15-013G-2017-f84,Officer,CA015013G,male,white,,41_45,TRUE,serious_injury,bone_fracture,treated_at_facility_released,FALSE,rear_lower_back,,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,,TRUE,effect_arrest,TRUE,patrol_uniform
URSUS-15-013G-2017-f84,Officer,CA015013G,female,hispanic,,41_45,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,FALSE,,TRUE,patrol_uniform
URSUS-15-0200-2017-028,Civilian,CA0150200,male,hispanic,,36_40,TRUE,serious_injury,"bone_fracture, bruised",treated_at_facility_released,FALSE,"arms_hands, front_legs",TRUE,blunt_impact_weapon,TRUE,blunt_impact_weapon,FALSE,FALSE,none,TRUE,243(B) - BATT PO/EMERG PRSNL/ETC - M    ,,TRUE,other_dangerous_weapon,,TRUE,assaultive,in_custody_other,FALSE,,,,,,
URSUS-15-0200-2017-028,Officer,CA0150200,male,hispanic,,21_25,FALSE,,,,FALSE,arms_hands,,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape, overcome_resistrance",TRUE,patrol_uniform
URSUS-15-0200-2017-199,Civilian,CA0150200,male,white,,26_30,TRUE,serious_injury,cut,treated_at_facility_released,FALSE,arms_hands,TRUE,k_9_contact,TRUE,k_9_contact,FALSE,FALSE,none,FALSE,460(B) - BURGLARY:SECOND DEGREE - F    ,,TRUE,knife_blade_stabbing,,TRUE,passive_non_compliance,in_custody_other,FALSE,,neither,,,,
URSUS-15-0200-2017-199,Officer,CA0150200,male,white,,26_30,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,effect_arrest,TRUE,patrol_uniform
URSUS-15-0200-2017-27a,Civilian,CA0150200,male,white,,56_60,TRUE,serious_injury,cut,treated_at_facility_released,FALSE,front_legs,TRUE,k_9_contact,TRUE,k_9_contact,FALSE,FALSE,none,FALSE,460(B) - BURGLARY:SECOND DEGREE - F    ,,TRUE,other_dangerous_weapon,,TRUE,active_resistance,in_custody_other,FALSE,,,,,,
URSUS-15-0200-2017-27a,Officer,CA0150200,male,hispanic,,36_40,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,effect_arrest,TRUE,patrol_uniform
URSUS-15-0200-2017-333,Civilian,CA0150200,male,hispanic,,26_30,TRUE,serious_injury,cut,treated_at_facility_released,FALSE,rear_legs,TRUE,k_9_contact,TRUE,k_9_contact,FALSE,FALSE,none,FALSE,29800(A)(1) - FELON/ETC POSS/ETC F/ARM - F    ,,TRUE,unknown,,TRUE,active_resistance,in_custody_other,FALSE,,,,,,
URSUS-15-0200-2017-333,Officer,CA0150200,male,white,,41_45,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape",TRUE,patrol_uniform
URSUS-15-0200-2017-35b,Civilian,CA0150200,male,white,,36_40,TRUE,serious_injury,abrasion_laceration,treated_at_facility_released,FALSE,"head, front_upper_chest, front_legs",TRUE,"other_physical_contact, blunt_impact_weapon, electronic_device",TRUE,"other_physical_contact, blunt_impact_weapon, electronic_device",FALSE,FALSE,erratic,TRUE,245(C) - ADW NOT F/ARM:PO/FIRE:GBI - F    ,,TRUE,knife_blade_stabbing,,TRUE,assaultive,in_custody_other,TRUE,knife_blade_stabbing,,,,,
URSUS-15-0200-2017-35b,Officer,CA0150200,male,hispanic,,26_30,TRUE,injury,abrasion_laceration,no_medical_aid,FALSE,arms_hands,,,TRUE,knife_blade_stabbing,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape, overcome_resistrance",TRUE,patrol_uniform
URSUS-15-0200-2017-3d0,Civilian,CA0150200,male,hispanic,,31_35,TRUE,serious_injury,bone_fracture,treated_at_facility_released,FALSE,"arms_hands, front_legs",TRUE,"other_physical_contact, blunt_impact_weapon",TRUE,"other_physical_contact, blunt_impact_weapon",FALSE,FALSE,none,TRUE,11377(A) - POSSESS CNTL SUB - M    ,,FALSE,,,TRUE,assaultive,in_custody_other,FALSE,,,,,,
URSUS-15-0200-2017-3d0,Officer,CA0150200,male,hispanic,,26_30,FALSE,,,,FALSE,not_applicable,,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape",TRUE,patrol_uniform
URSUS-15-0200-2017-3d0,Officer,CA0150200,male,white,,26_30,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape",TRUE,patrol_uniform
URSUS-15-0200-2017-4e1,Civilian,CA0150200,male,hispanic,,31_35,TRUE,serious_injury,dislocation,treated_at_facility_released,FALSE,"arms_hands, front_legs",TRUE,"blunt_impact_weapon, other_control_hold",TRUE,"other_control_hold, blunt_impact_weapon",FALSE,FALSE,none,FALSE,273.5(A) - INF CORP INJ:SPOUSE/COHAB - F    ,,FALSE,,,TRUE,active_resistance,in_custody_other,FALSE,,,,,,
URSUS-15-0200-2017-4e1,Officer,CA0150200,male,white,,31_35,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape, overcome_resistrance",TRUE,patrol_uniform
URSUS-15-0200-2017-540,Civilian,CA0150200,male,hispanic,,31_35,TRUE,serious_injury,cut,treated_at_facility_released,FALSE,front_legs,TRUE,k_9_contact,TRUE,k_9_contact,FALSE,FALSE,none,FALSE,460(A) - BURGLARY:FIRST DEGREE - F    ,,TRUE,firearm,,TRUE,active_resistance,in_custody_other,FALSE,,,,,,
URSUS-15-0200-2017-540,Officer,CA0150200,male,hispanic,,26_30,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape",TRUE,patrol_uniform
URSUS-15-0200-2017-565,Civilian,CA0150200,male,black,,26_30,TRUE,serious_injury,cut,treated_at_facility_released,FALSE,"arms_hands, rear_legs",TRUE,k_9_contact,TRUE,k_9_contact,FALSE,FALSE,none,FALSE,460(A) - BURGLARY:FIRST DEGREE - F    ,,TRUE,firearm,,TRUE,active_resistance,in_custody_other,TRUE,knife_blade_stabbing,,,,,
URSUS-15-0200-2017-565,Officer,CA0150200,male,white,,26_30,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape",TRUE,patrol_uniform
URSUS-15-0200-2017-57e,Civilian,CA0150200,male,white,,21_25,TRUE,serious_injury,cut,treated_at_facility_released,FALSE,"head, arms_hands",TRUE,k_9_contact,TRUE,k_9_contact,FALSE,FALSE,none,FALSE,10852 - TAMPER WITH VEHICLE - M    ,,TRUE,other_dangerous_weapon,,TRUE,active_resistance,in_custody_other,TRUE,other_dangerous_weapon,,,,,
URSUS-15-0200-2017-57e,Officer,CA0150200,male,hispanic,,26_30,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape",TRUE,patrol_uniform
