Incident_ID,Civilian_Officer,ORI,Gender,Race_Ethnic_Group,Asian_Race,HI_Islander_Race,Age,Injured,Injury_Level,Injury_Type,Medical_Aid,Injury_From_Preexisting_Condition,Received_Force_Location,Order_Of_Force_Specified,Order_Of_Force_Str,Received_Force,Received_Force_Type,DISCHARGE_OF_FIREARM_INDIVIDUAL,DISCHARGE_OF_FIREARM_INCIDENT,CIVILIAN_Signs_Impairment_Disability,CIVILIAN_Assaulted_Officer,CIVILIAN_Highest_Charge,CIVILIAN_Perceived_Armed,CIVILIAN_Perceived_Armed_Weapon,CIVILIAN_Firearm_Type,CIVILIAN_Resisted,CIVILIAN_Resistance_Type,CIVILIAN_Custody_Status,CIVILIAN_Confirmed_Armed,CIVILIAN_Confirmed_Armed_Weapon,CIVILIAN_K12_Type,OFFICER_Officer_Used_Force,OFFICER_Officer_Used_Force_Reason,OFFICER_On_Duty,OFFICER_Dress
URSUS-19-0000-2018-737,Officer,CA0190000,male,hispanic,,,31_35,TRUE,serious_injury,gunshot_wound,critial_injuries,FALSE,head,,,TRUE,discharge_of_firearm_hit,TRUE,TRUE,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-19-0000-2018-737,Officer,CA0190000,male,hispanic,,,31_35,TRUE,serious_injury,gunshot_wound,critial_injuries,FALSE,front_upper_chest,,,TRUE,discharge_of_firearm_hit,TRUE,TRUE,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-19-0000-2018-737,Officer,CA0190000,male,hispanic,,,31_35,FALSE,,,,FALSE,not_applicable,,,TRUE,discharge_of_firearm_miss,TRUE,TRUE,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-19-0000-2018-737,Officer,CA0190000,male,hispanic,,,26_30,FALSE,,,,FALSE,not_applicable,,,TRUE,discharge_of_firearm_miss,TRUE,TRUE,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-19-0000-2018-737,Civilian,CA0190000,male,hispanic,,,18_20,FALSE,,,,FALSE,not_applicable,FALSE,discharge_of_firearm_miss,TRUE,discharge_of_firearm_miss,TRUE,TRUE,none,TRUE,664/187(A) ATT MURDER:PREMEDITATED,TRUE,firearm,,TRUE,life_threatening,in_custody_other,FALSE,,,,,,
URSUS-19-0000-2018-737,Civilian,CA0190000,male,hispanic,,,36_40,TRUE,death,gunshot_wound,died_in_transit,FALSE,head,FALSE,discharge_of_firearm_hit,TRUE,discharge_of_firearm_hit,TRUE,TRUE,none,TRUE,,TRUE,firearm,handgun,TRUE,life_threatening,deceased,TRUE,firearm,,,,,
URSUS-19-0000-2018-737,Civilian,CA0190000,male,hispanic,,,18_20,TRUE,death,gunshot_wound,critial_injuries,FALSE,head,FALSE,discharge_of_firearm_hit,TRUE,discharge_of_firearm_hit,TRUE,TRUE,none,FALSE,,TRUE,firearm,,TRUE,life_threatening,deceased,FALSE,,,,,,
URSUS-19-0000-2018-77c,Officer,CA0190000,male,white,,,31_35,FALSE,,,,FALSE,not_applicable,,,TRUE,knife_blade_stabbing,FALSE,TRUE,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-19-0000-2018-77c,Civilian,CA0190000,male,hispanic,,,31_35,TRUE,serious_injury,gunshot_wound,critial_injuries,FALSE,"front_upper_chest, front_below_waist, arms_hands",FALSE,discharge_of_firearm_hit,TRUE,discharge_of_firearm_hit,TRUE,TRUE,"alcohol_impairment, erratic",TRUE,245(A)(1) FORCE/ADW NOT FIREARM:GBI,TRUE,knife_blade_stabbing,,TRUE,life_threatening,in_custody_other,TRUE,knife_blade_stabbing,,,,,
URSUS-19-0000-2018-816,Officer,CA0190000,male,hispanic,,,26_30,FALSE,,,,FALSE,arms_hands,,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-19-0000-2018-816,Officer,CA0190000,male,hispanic,,,26_30,FALSE,,,,FALSE,arms_hands,,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-19-0000-2018-816,Officer,CA0190000,male,hispanic,,,31_35,FALSE,,,,FALSE,arms_hands,,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-19-0000-2018-816,Officer,CA0190000,male,hispanic,,,46_50,FALSE,,,,FALSE,arms_hands,,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-19-0000-2018-816,Civilian,CA0190000,male,black,,,26_30,TRUE,serious_injury,dislocation,treated_at_facility_released,FALSE,"front_upper_chest, arms_hands",FALSE,"other_control_hold, other_physical_contact",TRUE,"other_control_hold, other_physical_contact",FALSE,FALSE,none,TRUE,,FALSE,,,TRUE,assaultive,none_of_these,FALSE,,,,,,
URSUS-19-0000-2018-837,Officer,CA0190000,male,hispanic,,,26_30,FALSE,,,,FALSE,not_applicable,,,TRUE,threat_of_firearm,FALSE,TRUE,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-19-0000-2018-837,Officer,CA0190000,male,white,,,31_35,TRUE,serious_injury,gunshot_wound,critial_injuries,FALSE,arms_hands,,,TRUE,"civilian_physical, discharge_of_firearm_hit",TRUE,TRUE,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-19-0000-2018-837,Civilian,CA0190000,male,hispanic,,,41_45,TRUE,death,gunshot_wound,died_in_transit,FALSE,"front_below_waist, arms_hands",FALSE,discharge_of_firearm_hit,TRUE,discharge_of_firearm_hit,TRUE,TRUE,none,TRUE,,TRUE,firearm,handgun,TRUE,life_threatening,deceased,TRUE,firearm,,,,,
URSUS-19-0000-2018-92d,Officer,CA0190000,male,hispanic,,,31_35,FALSE,,,,FALSE,not_applicable,,,TRUE,threat_of_firearm,FALSE,TRUE,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-19-0000-2018-92d,Officer,CA0190000,male,hispanic,,,36_40,FALSE,,,,FALSE,not_applicable,,,TRUE,threat_of_firearm,FALSE,TRUE,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-19-0000-2018-92d,Officer,CA0190000,male,white,,,41_45,FALSE,,,,FALSE,not_applicable,,,TRUE,threat_of_firearm,FALSE,TRUE,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-19-0000-2018-92d,Civilian,CA0190000,male,hispanic,,,21_25,TRUE,death,gunshot_wound,died_in_transit,FALSE,front_upper_chest,FALSE,discharge_of_firearm_hit,TRUE,discharge_of_firearm_hit,TRUE,TRUE,none,TRUE,,TRUE,firearm,handgun,TRUE,life_threatening,deceased,TRUE,firearm,,,,,
URSUS-19-0000-2018-982,Officer,CA0190000,male,white,,,31_35,FALSE,,,,FALSE,front_legs,,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-19-0000-2018-982,Officer,CA0190000,female,asian,korean,,31_35,FALSE,,,,FALSE,"arms_hands, front_legs",,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-19-0000-2018-982,Officer,CA0190000,male,white,,,31_35,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,FALSE,,TRUE,patrol_uniform
URSUS-19-0000-2018-982,Civilian,CA0190000,male,hispanic,,,36_40,TRUE,serious_injury,bone_fracture,treated_at_facility_released,FALSE,"head, front_upper_chest, arms_hands",FALSE,"other_physical_contact, other_control_hold",TRUE,"other_control_hold, other_physical_contact",FALSE,FALSE,alcohol_impairment,TRUE,69 OBSTRUCT/RESIST EXEC OFCR,FALSE,,,TRUE,assaultive,in_custody_other,FALSE,,,,,,
URSUS-19-0000-2018-997,Officer,CA0190000,male,white,,,51_55,FALSE,,,,FALSE,"head, front_upper_chest, arms_hands",,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-19-0000-2018-997,Officer,CA0190000,male,hispanic,,,26_30,FALSE,,,,FALSE,"head, front_upper_chest, front_lower_abdomen",,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-19-0000-2018-997,Civilian,CA0190000,male,hispanic,,,21_25,TRUE,serious_injury,bone_fracture,treated_at_facility_released,TRUE,"head, front_lower_abdomen, arms_hands",FALSE,"other_control_hold, other_physical_contact",TRUE,"other_control_hold, other_physical_contact",FALSE,FALSE,none,TRUE,,FALSE,,,TRUE,assaultive,none_of_these,FALSE,,,,,,
URSUS-19-0000-2018-a7d,Officer,CA0190000,male,hispanic,,,26_30,FALSE,,,,FALSE,not_applicable,,,TRUE,"civilian_physical, threat_of_firearm",FALSE,TRUE,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-19-0000-2018-a7d,Officer,CA0190000,male,hispanic,,,26_30,TRUE,injury,abrasion_laceration,no_medical_aid,FALSE,arms_hands,,,TRUE,"civilian_physical, threat_of_firearm",FALSE,TRUE,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-19-0000-2018-a7d,Civilian,CA0190000,male,hispanic,,,26_30,TRUE,death,gunshot_wound,treated_on_scene,FALSE,"head, front_upper_chest",TRUE,"other_physical_contact, discharge_of_firearm_hit",TRUE,"other_physical_contact, discharge_of_firearm_hit",TRUE,TRUE,none,TRUE,,TRUE,firearm,handgun,TRUE,life_threatening,deceased,TRUE,firearm,,,,,
URSUS-19-0000-2018-ab5,Officer,CA0190000,male,black,,,21_25,FALSE,,,,FALSE,not_applicable,,,TRUE,threat_of_firearm,FALSE,TRUE,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-19-0000-2018-ab5,Civilian,CA0190000,male,hispanic,,,21_25,TRUE,serious_injury,gunshot_wound,critial_injuries,FALSE,front_upper_chest,FALSE,discharge_of_firearm_hit,TRUE,discharge_of_firearm_hit,TRUE,TRUE,none,TRUE,69 OBSTRUCT/RESIST EXEC OFCR,TRUE,firearm,,TRUE,life_threatening,in_custody_other,TRUE,other_dangerous_weapon,,,,,
URSUS-19-0000-2018-b0d,Officer,CA0190000,female,white,,,31_35,FALSE,,,,FALSE,,,,FALSE,,FALSE,TRUE,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-19-0000-2018-b0d,Civilian,CA0190000,male,hispanic,,,21_25,TRUE,serious_injury,gunshot_wound,treated_at_facility_released,FALSE,rear_lower_back,FALSE,discharge_of_firearm_hit,TRUE,discharge_of_firearm_hit,TRUE,TRUE,"mental_disability, drug_impairment, erratic",FALSE,148(A)(1) OBSTRUCT/ETC PUB OFCR/ETC,TRUE,firearm,,TRUE,life_threatening,in_custody_other,TRUE,knife_blade_stabbing,,,,,
URSUS-19-0000-2018-b37,Officer,CA0190000,male,white,,,41_45,FALSE,,,,FALSE,,,,FALSE,,FALSE,TRUE,,,,,,,,,,,,,TRUE,overcome_resistrance,FALSE,plainclothes
URSUS-19-0000-2018-b37,Civilian,CA0190000,,,,,,FALSE,,,,FALSE,not_applicable,FALSE,discharge_of_firearm_miss,TRUE,discharge_of_firearm_miss,TRUE,TRUE,,FALSE,,TRUE,firearm,,TRUE,fleeing,fled,FALSE,,,,,,
URSUS-19-0000-2018-b4c,Officer,CA0190000,male,hispanic,,,41_45,FALSE,,,,FALSE,arms_hands,,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-19-0000-2018-b4c,Civilian,CA0190000,male,hispanic,,,21_25,TRUE,serious_injury,"bone_fracture, bruised",critial_injuries,FALSE,front_lower_abdomen,TRUE,"chemical_spray, impact_projectile, other_control_hold, other_physical_contact",TRUE,"other_control_hold, other_physical_contact, chemical_spray, impact_projectile",FALSE,FALSE,drug_impairment,TRUE,245(A)(1) FORCE/ADW NOT FIREARM:GBI,FALSE,,,TRUE,assaultive,in_custody_other,FALSE,,,,,,
URSUS-19-0000-2018-bb6,Officer,CA0190000,female,hispanic,,,26_30,FALSE,,,,FALSE,"arms_hands, front_legs",,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-19-0000-2018-bb6,Officer,CA0190000,male,hispanic,,,36_40,FALSE,,,,FALSE,arms_hands,,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-19-0000-2018-bb6,Officer,CA0190000,male,hispanic,,,41_45,FALSE,,,,FALSE,arms_hands,,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-19-0000-2018-bb6,Officer,CA0190000,male,asian,filipino,,46_50,FALSE,,,,FALSE,arms_hands,,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-19-0000-2018-bb6,Officer,CA0190000,female,hispanic,,,36_40,FALSE,,,,FALSE,arms_hands,,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-19-0000-2018-bb6,Civilian,CA0190000,male,black,,,31_35,TRUE,serious_injury,bone_fracture,treated_at_facility_released,FALSE,"rear_upper_back, front_lower_abdomen, rear_lower_back",TRUE,"other_control_hold, other_physical_contact, electronic_device",TRUE,"other_control_hold, other_physical_contact, electronic_device",FALSE,FALSE,none,TRUE,243(D) BATERY:SERIOUS BODILY INJ,TRUE,unknown,,TRUE,assaultive,in_custody_other,FALSE,,,,,,
URSUS-19-0000-2018-bbc,Officer,CA0190000,male,hispanic,,,41_45,TRUE,serious_injury,bone_fracture,critial_injuries,FALSE,arms_hands,,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-19-0000-2018-bbc,Civilian,CA0190000,male,hispanic,,,36_40,FALSE,,,,FALSE,"head, arms_hands",FALSE,"other_physical_contact, other_control_hold",TRUE,"other_control_hold, other_physical_contact",FALSE,FALSE,none,TRUE,69 OBSTRUCT/RESIST EXEC OFCR,FALSE,,,TRUE,assaultive,in_custody_other,FALSE,,,,,,
URSUS-19-0000-2018-c6d,Officer,CA0190000,male,white,,,21_25,FALSE,,,,FALSE,arms_hands,,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-19-0000-2018-c6d,Officer,CA0190000,male,other,,,26_30,FALSE,,,,FALSE,arms_hands,,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-19-0000-2018-c6d,Officer,CA0190000,male,white,,,21_25,FALSE,,,,FALSE,arms_hands,,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-19-0000-2018-c6d,Civilian,CA0190000,male,white,,,56_60,TRUE,serious_injury,bone_fracture,treated_at_facility_released,FALSE,"rear_below_waist, arms_hands, front_legs",FALSE,"other_control_hold, other_physical_contact",TRUE,"other_control_hold, other_physical_contact",FALSE,FALSE,drug_impairment,TRUE,245(A)(1) FORCE/ADW NOT FIREARM:GBI,FALSE,,,TRUE,assaultive,in_custody_other,FALSE,,,,,,
URSUS-19-0000-2018-c87,Officer,CA0190000,male,white,,,26_30,FALSE,,,,FALSE,not_applicable,,,TRUE,knife_blade_stabbing,FALSE,FALSE,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-19-0000-2018-c87,Officer,CA0190000,male,hispanic,,,31_35,FALSE,,,,FALSE,not_applicable,,,TRUE,knife_blade_stabbing,FALSE,FALSE,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-19-0000-2018-c87,Officer,CA0190000,male,hispanic,,,41_45,FALSE,,,,FALSE,not_applicable,,,TRUE,knife_blade_stabbing,FALSE,FALSE,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-19-0000-2018-c87,Civilian,CA0190000,male,hispanic,,,41_45,TRUE,serious_injury,"bone_fracture, bruised",precautionary_measure_only,FALSE,front_upper_chest,FALSE,"impact_projectile, electronic_device",TRUE,"electronic_device, impact_projectile",FALSE,FALSE,mental_disability,TRUE,245(A)(4) ADW/FORCE:POSSIBLE GBI,TRUE,knife_blade_stabbing,,TRUE,life_threatening,in_custody_other,TRUE,knife_blade_stabbing,,,,,
URSUS-19-0000-2018-cd3,Officer,CA0190000,male,hispanic,,,36_40,FALSE,,,,FALSE,arms_hands,,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-19-0000-2018-cd3,Civilian,CA0190000,male,hispanic,,,21_25,TRUE,serious_injury,bone_fracture,treated_at_facility_released,FALSE,"front_upper_chest, arms_hands",FALSE,"other_control_hold, other_physical_contact",TRUE,"other_control_hold, other_physical_contact",FALSE,FALSE,none,TRUE,69 OBSTRUCT/RESIST EXEC OFCR,FALSE,,,TRUE,assaultive,in_custody_other,FALSE,,,,,,
URSUS-19-0000-2018-d37,Officer,CA0190000,male,hispanic,,,31_35,FALSE,,,,FALSE,not_applicable,,,TRUE,threat_of_firearm,FALSE,TRUE,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-19-0000-2018-d37,Officer,CA0190000,male,white,,,31_35,TRUE,injury,abrasion_laceration,treated_at_facility_released,FALSE,front_legs,,,TRUE,"civilian_vehicle, threat_of_firearm",FALSE,TRUE,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-19-0000-2018-d37,Civilian,CA0190000,male,black,,,26_30,TRUE,serious_injury,gunshot_wound,critial_injuries,FALSE,"rear_lower_back, rear_legs",FALSE,discharge_of_firearm_hit,TRUE,discharge_of_firearm_hit,TRUE,TRUE,none,TRUE,245(D)(2) ASLT:SEMIAUTO F/ARM:PO/FF,TRUE,firearm,handgun,TRUE,life_threatening,in_custody_other,TRUE,firearm,,,,,
URSUS-19-0000-2018-d4d,Officer,CA0190000,male,white,,,41_45,FALSE,,,,FALSE,not_applicable,,,TRUE,knife_blade_stabbing,FALSE,TRUE,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-19-0000-2018-d4d,Civilian,CA0190000,male,hispanic,,,36_40,TRUE,death,gunshot_wound,died_in_transit,FALSE,"neck_throat, front_upper_chest",FALSE,discharge_of_firearm_hit,TRUE,discharge_of_firearm_hit,TRUE,TRUE,erratic,TRUE,,TRUE,knife_blade_stabbing,,TRUE,life_threatening,deceased,TRUE,knife_blade_stabbing,,,,,
URSUS-19-0000-2018-d8e,Officer,CA0190000,male,hispanic,,,26_30,FALSE,,,,FALSE,not_applicable,,,TRUE,civilian_vehicle,FALSE,TRUE,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-19-0000-2018-d8e,Officer,CA0190000,male,hispanic,,,26_30,FALSE,,,,FALSE,not_applicable,,,TRUE,civilian_vehicle,FALSE,TRUE,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-19-0000-2018-d8e,Civilian,CA0190000,male,hispanic,,,36_40,TRUE,death,gunshot_wound,died_in_transit,FALSE,"head, arms_hands",TRUE,"electronic_device, discharge_of_firearm_hit",TRUE,"electronic_device, discharge_of_firearm_hit",TRUE,TRUE,none,TRUE,,TRUE,other_dangerous_weapon,,TRUE,life_threatening,deceased,TRUE,other_dangerous_weapon,,,,,
URSUS-19-0000-2018-dbb,Officer,CA0190000,male,hispanic,,,46_50,FALSE,,,,FALSE,arms_hands,,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-19-0000-2018-dbb,Officer,CA0190000,male,hispanic,,,26_30,FALSE,,,,FALSE,arms_hands,,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-19-0000-2018-dbb,Officer,CA0190000,male,hispanic,,,31_35,FALSE,,,,FALSE,arms_hands,,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-19-0000-2018-dbb,Civilian,CA0190000,male,other,,,51_55,TRUE,serious_injury,bone_fracture,treated_at_facility_released,FALSE,arms_hands,FALSE,"other_control_hold, other_physical_contact",TRUE,"other_control_hold, other_physical_contact",FALSE,FALSE,"mental_disability, erratic",TRUE,594(B)(1) VANDALISM $400 OR MORE,FALSE,,,TRUE,assaultive,in_custody_other,FALSE,,,,,,
URSUS-19-0000-2018-f67,Officer,CA0190000,male,hispanic,,,31_35,FALSE,,,,FALSE,not_applicable,,,TRUE,discharge_of_firearm_miss,TRUE,TRUE,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-19-0000-2018-f67,Officer,CA0190000,male,hispanic,,,36_40,FALSE,,,,FALSE,,,,FALSE,,FALSE,TRUE,,,,,,,,,,,,,TRUE,effect_arrest,TRUE,patrol_uniform
URSUS-19-0000-2018-f67,Civilian,CA0190000,male,black,,,26_30,FALSE,,,,FALSE,not_applicable,FALSE,discharge_of_firearm_miss,TRUE,discharge_of_firearm_miss,TRUE,TRUE,none,TRUE,664/187(A) ATT MURDER:PREMEDITATED,TRUE,firearm,rifle,TRUE,life_threatening,in_custody_other,TRUE,firearm,,,,,
URSUS-19-0000-2018-f72,Officer,CA0190000,male,hispanic,,,36_40,FALSE,,,,FALSE,arms_hands,,,TRUE,"civilian_physical, other_dangerous_weapon",FALSE,FALSE,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-19-0000-2018-f72,Officer,CA0190000,male,hispanic,,,31_35,FALSE,,,,FALSE,arms_hands,,,TRUE,"civilian_physical, other_dangerous_weapon",FALSE,FALSE,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-19-0000-2018-f72,Officer,CA0190000,male,hispanic,,,31_35,FALSE,,,,FALSE,arms_hands,,,TRUE,"civilian_physical, other_dangerous_weapon",FALSE,FALSE,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-19-0000-2018-f72,Civilian,CA0190000,male,hispanic,,,36_40,TRUE,serious_injury,obvious_disfigurement,critial_injuries,FALSE,front_upper_chest,TRUE,"other_control_hold, other_physical_contact, electronic_device",TRUE,"other_control_hold, other_physical_contact, electronic_device",FALSE,FALSE,erratic,TRUE,664/187(A) ATT MURDER:PREMEDITATED,TRUE,other_dangerous_weapon,,TRUE,life_threatening,in_custody_other,TRUE,other_dangerous_weapon,,,,,
URSUS-19-0000-2018-fb0,Officer,CA0190000,male,white,,,26_30,FALSE,,,,FALSE,not_applicable,,,TRUE,knife_blade_stabbing,FALSE,TRUE,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-19-0000-2018-fb0,Civilian,CA0190000,male,hispanic,,,41_45,TRUE,serious_injury,gunshot_wound,critial_injuries,FALSE,front_upper_chest,FALSE,discharge_of_firearm_hit,TRUE,discharge_of_firearm_hit,TRUE,TRUE,erratic,TRUE,245(C) ASLT PO/FIREMAN W/FIREARM,TRUE,knife_blade_stabbing,,TRUE,life_threatening,in_custody_other,TRUE,knife_blade_stabbing,,,,,
URSUS-19-0000-2018-fc4,Officer,CA0190000,male,white,,,31_35,FALSE,,,,FALSE,"head, front_upper_chest, arms_hands",,,TRUE,civilian_physical,FALSE,FALSE,,,,,,,,,,,,,TRUE,overcome_resistrance,TRUE,patrol_uniform
URSUS-19-0000-2018-fc4,Civilian,CA0190000,male,hispanic,,,21_25,TRUE,serious_injury,unconscious,treated_at_facility_released,FALSE,"head, neck_throat",FALSE,"other_control_hold, other_physical_contact, carotid_hold",TRUE,"carotid_hold, other_control_hold, other_physical_contact",FALSE,FALSE,none,TRUE,243(B) BATT PO/EMERG PRSNL/ETC,FALSE,,,TRUE,life_threatening,in_custody_other,FALSE,,,,,,
URSUS-19-0500-2018-007,Officer,CA0190500,male,white,,,31_35,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,effect_arrest,TRUE,patrol_uniform
URSUS-19-0500-2018-007,Officer,CA0190500,male,hispanic,,,26_30,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,FALSE,,TRUE,patrol_uniform
URSUS-19-0500-2018-007,Civilian,CA0190500,male,hispanic,,,36_40,TRUE,serious_injury,bone_fracture,treated_at_facility_released,FALSE,arms_hands,FALSE,other_control_hold,TRUE,other_control_hold,FALSE,FALSE,alcohol_impairment,FALSE,148(A)(1) OBSTRUCT/ETC PUB OFCR/ETC,FALSE,,,TRUE,active_resistance,cited_and_released,FALSE,,,,,,
URSUS-19-0500-2018-4cb,Officer,CA0190500,male,white,,,21_25,FALSE,,,,FALSE,,,,FALSE,,FALSE,TRUE,,,,,,,,,,,,,TRUE,"prevent_escape, overcome_resistrance",TRUE,patrol_uniform
URSUS-19-0500-2018-4cb,Officer,CA0190500,male,hispanic,,,46_50,FALSE,,,,FALSE,not_applicable,,,TRUE,"civilian_physical, threat_of_firearm",FALSE,TRUE,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape, overcome_resistrance",TRUE,patrol_uniform
URSUS-19-0500-2018-4cb,Civilian,CA0190500,male,hispanic,,,56_60,TRUE,death,gunshot_wound,died_in_transit,FALSE,rear_upper_back,TRUE,discharge_of_firearm_hit,TRUE,discharge_of_firearm_hit,TRUE,TRUE,none,TRUE,,TRUE,firearm,shotgun,TRUE,assaultive,deceased,TRUE,firearm,,,,,
URSUS-19-0500-2018-631,Officer,CA0190500,male,white,,,36_40,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,"effect_arrest, prevent_escape",TRUE,patrol_uniform
URSUS-19-0500-2018-631,Civilian,CA0190500,male,black,,,18_20,TRUE,serious_injury,bone_fracture,other_circumstance,FALSE,front_upper_chest,FALSE,other_control_hold,TRUE,other_control_hold,FALSE,FALSE,none,FALSE,10851(A) VEHICLE THEFT,TRUE,unknown,,TRUE,active_resistance,in_custody_other,FALSE,,,,,,
URSUS-19-0500-2018-ca0,Officer,CA0190500,male,white,,,31_35,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,TRUE,"effect_arrest, overcome_resistrance",TRUE,patrol_uniform
URSUS-19-0500-2018-ca0,Officer,CA0190500,male,hispanic,,,26_30,FALSE,,,,FALSE,,,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,FALSE,,TRUE,patrol_uniform
URSUS-19-0500-2018-ca0,Civilian,CA0190500,male,hispanic,,,36_40,TRUE,serious_injury,bone_fracture,treated_at_facility_released,FALSE,arms_hands,FALSE,other_physical_contact,TRUE,other_physical_contact,FALSE,FALSE,"alcohol_impairment, erratic",FALSE,148(A)(1) OBSTRUCT/ETC PUB OFCR/ETC,FALSE,,,TRUE,active_resistance,cited_and_released,FALSE,,,,,,
