StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,QB,Q1,Q2,Q3,Q4,Q5,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,Q6_11,Q6_12,Q6_13,Q6_14,Q7_1,Q7_2,Q7_3,Q8_1,Q8_2,Q8_3,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q10_10,Q10_11,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,opp,gc,term,Q_TotalDuration
4/28/2022 8:43,4/28/2022 8:54,100,695,TRUE,4/28/2022 8:54,"About $1,500",65,Male,Black or African American,No,Some college,Somewhat of a problem,,Somewhat of a problem,,Somewhat of a problem,,Somewhat of a problem,,Somewhat of a problem,,Somewhat of a problem,,Somewhat of a problem,,Agree,,Agree,,No,,0,0,0,0,0,0,0,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Qual2726-0413ScottGenpopBS,1,,695
4/28/2022 9:00,4/28/2022 9:00,100,18,TRUE,4/28/2022 9:00,"About $25,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,18
4/28/2022 9:01,4/28/2022 9:04,100,209,TRUE,4/28/2022 9:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,209
4/28/2022 9:07,4/28/2022 9:07,100,13,TRUE,4/28/2022 9:07,About $500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,13
4/28/2022 9:07,4/28/2022 9:07,100,29,TRUE,4/28/2022 9:07,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,29
4/28/2022 8:45,4/28/2022 9:10,100,1473,TRUE,4/28/2022 9:10,"About $1,500",76,Female,Black or African American,No,Bachelor's degree,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Agree,Agree,Disagree,No,,,0,0,0,0,0,0,0,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Likely,Likely,Likely,Likely,Likely,Agree,Agree,Agree,Disagree,Disagree,Qual2726-0413ScottGenpopBS,1,,1473
4/28/2022 9:00,4/28/2022 9:11,100,679,TRUE,4/28/2022 9:11,"About $1,500",57,Female,Black or African American,No,High school diploma or GED,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Strongly agree,Strongly agree,Strongly disagree,No,No,Yes,0,0,0,0,0,0,0,Strongly agree,Agree,Agree,Agree,Strongly disagree,Disagree,Agree,Strongly agree,Disagree,Agree,Agree,Very likely,Very likely,Very likely,Very likely,Likely,Disagree,Disagree,Agree,Disagree,Agree,Qual2726-0413ScottGenpopBS,1,,679
4/28/2022 9:32,4/28/2022 9:36,100,267,TRUE,4/28/2022 9:36,"About $1,500",28,Female,Black or African American,No,Some college,Somewhat of a problem,Not a problem,Somewhat of a problem,Not a problem,Not a problem,Serious problem,Somewhat of a problem,Somewhat of a problem,Not a problem,Serious problem,Serious problem,Somewhat of a problem,Not a problem,Not a problem,Agree,Agree,Disagree,No,No,Yes,0,0,0,0,0,0,0,Strongly agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Likely,Unlikely,Likely,Very unlikely,Very unlikely,Strongly agree,Agree,Agree,Disagree,Disagree,Qual2726-0413ScottGenpopBS,1,,267
4/28/2022 9:38,4/28/2022 9:39,100,49,TRUE,4/28/2022 9:39,About $1 million,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,49
4/28/2022 9:38,4/28/2022 9:39,100,48,TRUE,4/28/2022 9:39,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,48
4/28/2022 9:41,4/28/2022 9:42,100,55,TRUE,4/28/2022 9:42,About $500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,55
4/28/2022 9:25,4/28/2022 9:44,100,1169,TRUE,4/28/2022 9:44,"About $1,500",69,Male,Black or African American,No,High school diploma or GED,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Somewhat of a problem,Strongly agree,Strongly agree,Strongly disagree,No,No,Yes,0,0,0,0,0,0,0,Agree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Strongly agree,Strongly agree,Very unlikely,Likely,Likely,Very unlikely,Very unlikely,Agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Qual2726-0413ScottGenpopBS,1,,1169
4/28/2022 9:45,4/28/2022 9:48,100,196,TRUE,4/28/2022 9:48,"About $1,500",51,Male,Black or African American,No,High school diploma or GED,Somewhat of a problem,Not a problem,Not a problem,Somewhat of a problem,Somewhat of a problem,Somewhat of a problem,Not a problem,Not a problem,Serious problem,Somewhat of a problem,Somewhat of a problem,Somewhat of a problem,Somewhat of a problem,Somewhat of a problem,Strongly disagree,Disagree,Strongly disagree,Yes,,Yes,1,0,1,1,2,0,1,Strongly disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Strongly agree,Strongly disagree,Disagree,,Unlikely,Very likely,Unlikely,Likely,Unlikely,Strongly disagree,Disagree,Agree,Strongly disagree,Agree,Qual2726-0413ScottGenpopBS,1,,196
4/28/2022 9:15,4/28/2022 9:48,100,1978,TRUE,4/28/2022 9:48,"About $1,500",75,Female,Black or African American,No,High school diploma or GED,Serious problem,Not a problem,Not a problem,Serious problem,Somewhat of a problem,Serious problem,Not a problem,Not a problem,Not a problem,Not a problem,Somewhat of a problem,Somewhat of a problem,Somewhat of a problem,Serious problem,Strongly disagree,Strongly disagree,Strongly disagree,No,No,Yes,0,1,0,0,0,0,0,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly agree,Agree,Disagree,Disagree,Unlikely,Unlikely,Very likely,Likely,Unlikely,Disagree,Disagree,Disagree,Disagree,Disagree,Qual2726-0413ScottGenpopBS,1,,1978
4/28/2022 10:00,4/28/2022 10:01,100,43,TRUE,4/28/2022 10:01,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,43
4/28/2022 9:55,4/28/2022 10:09,100,832,TRUE,4/28/2022 10:09,"About $1,500",60,Female,Black or African American,No,High school diploma or GED,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Somewhat of a problem,Not a problem,Not a problem,Not a problem,Somewhat of a problem,Not a problem,Not a problem,Not a problem,Somewhat of a problem,Agree,Agree,Disagree,No,,Yes,0,0,0,0,0,0,0,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Strongly disagree,Agree,Disagree,Agree,Agree,Likely,Unlikely,Likely,Likely,Unlikely,Agree,Disagree,Disagree,Disagree,Agree,Qual2726-0413ScottGenpopBS,1,,832
4/28/2022 10:12,4/28/2022 10:13,100,48,TRUE,4/28/2022 10:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,48
4/28/2022 10:13,4/28/2022 10:14,100,78,TRUE,4/28/2022 10:14,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,78
4/28/2022 10:18,4/28/2022 10:19,100,47,TRUE,4/28/2022 10:19,About $1 million,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,47
4/28/2022 10:25,4/28/2022 10:25,100,9,TRUE,4/28/2022 10:25,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,9
4/28/2022 10:12,4/28/2022 10:33,100,1270,TRUE,4/28/2022 10:33,"About $1,500",61,Female,Black or African American,No,Less than a high school diploma,Somewhat of a problem,Somewhat of a problem,Not a problem,Somewhat of a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Strongly agree,Strongly agree,Strongly disagree,No,No,Yes,0,0,0,0,0,,0,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Strongly disagree,Disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Unlikely,Unlikely,Unlikely,Unlikely,Likely,Agree,Agree,Agree,Strongly disagree,Agree,Qual2726-0413ScottGenpopBS,1,,1270
4/28/2022 10:37,4/28/2022 10:37,100,32,TRUE,4/28/2022 10:37,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,32
4/28/2022 10:45,4/28/2022 10:46,100,79,TRUE,4/28/2022 10:46,About $500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,79
4/28/2022 10:46,4/28/2022 10:48,100,118,TRUE,4/28/2022 10:48,About $500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,118
4/28/2022 10:49,4/28/2022 10:49,100,15,TRUE,4/28/2022 10:49,About $500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,15
4/28/2022 10:49,4/28/2022 10:50,100,32,TRUE,4/28/2022 10:50,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,32
4/28/2022 10:47,4/28/2022 10:55,100,462,TRUE,4/28/2022 10:55,"About $1,500",21,Male,Black or African American,Yes,High school diploma or GED,Somewhat of a problem,Somewhat of a problem,Somewhat of a problem,Somewhat of a problem,Somewhat of a problem,Somewhat of a problem,,Not a problem,Somewhat of a problem,Serious problem,Somewhat of a problem,Somewhat of a problem,Somewhat of a problem,Somewhat of a problem,Agree,Agree,,Yes,Yes,No,0,0,0,0,0,0,0,Agree,Agree,Agree,Strongly agree,Agree,Disagree,Agree,Disagree,,Agree,Disagree,Likely,Unlikely,Likely,Likely,,Agree,Disagree,Agree,Disagree,Agree,Qual2726-0413ScottGenpopBS,1,,462
4/28/2022 10:54,4/28/2022 10:55,100,92,TRUE,4/28/2022 10:55,About $500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,92
4/28/2022 10:58,4/28/2022 10:59,100,61,TRUE,4/28/2022 10:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,61
4/28/2022 11:06,4/28/2022 11:06,100,13,TRUE,4/28/2022 11:06,About $1 million,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,13
4/28/2022 11:09,4/28/2022 11:10,100,64,TRUE,4/28/2022 11:10,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,64
4/28/2022 11:13,4/28/2022 11:13,100,23,TRUE,4/28/2022 11:13,About $1 million,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,23
4/28/2022 11:17,4/28/2022 11:18,100,84,TRUE,4/28/2022 11:18,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,84
4/28/2022 11:19,4/28/2022 11:20,100,26,TRUE,4/28/2022 11:20,"About $25,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,26
4/28/2022 11:21,4/28/2022 11:21,100,23,TRUE,4/28/2022 11:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,23
4/28/2022 11:21,4/28/2022 11:22,100,56,TRUE,4/28/2022 11:22,"About $25,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,56
4/28/2022 11:25,4/28/2022 11:26,100,41,TRUE,4/28/2022 11:26,"About $25,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,41
4/28/2022 11:47,4/28/2022 11:48,100,52,TRUE,4/28/2022 11:48,About $500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,52
4/28/2022 11:47,4/28/2022 11:48,100,43,TRUE,4/28/2022 11:48,About $1 million,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,43
4/28/2022 11:48,4/28/2022 11:49,100,23,TRUE,4/28/2022 11:49,About $500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,23
4/28/2022 11:49,4/28/2022 11:50,100,26,TRUE,4/28/2022 11:50,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,26
4/28/2022 11:55,4/28/2022 11:55,100,44,TRUE,4/28/2022 11:55,About $500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,44
4/28/2022 12:02,4/28/2022 12:11,100,518,TRUE,4/28/2022 12:11,"About $1,500",25,Female,Black or African American,No,Bachelor's degree,Somewhat of a problem,Not a problem,Not a problem,Somewhat of a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Agree,Agree,Strongly disagree,No,,,0,0,0,0,0,0,0,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly disagree,Strongly disagree,Disagree,Agree,Strongly agree,Unlikely,Unlikely,Unlikely,Unlikely,Likely,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Qual2726-0413ScottGenpopBS,1,,518
4/28/2022 12:41,4/28/2022 12:43,100,136,TRUE,4/28/2022 12:43,About $500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,136
4/28/2022 0:40,4/28/2022 12:54,100,44038,TRUE,4/28/2022 12:54,"About $25,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,44038
4/28/2022 12:59,4/28/2022 12:59,100,19,TRUE,4/28/2022 12:59,About $1 million,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,19
4/28/2022 13:23,4/28/2022 13:24,100,58,TRUE,4/28/2022 13:24,"About $1,500",20,Female,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,race,58
4/28/2022 13:25,4/28/2022 13:25,100,31,TRUE,4/28/2022 13:25,"About $25,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,31
4/28/2022 13:26,4/28/2022 13:27,100,9,TRUE,4/28/2022 13:27,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,9
4/28/2022 13:33,4/28/2022 13:36,100,182,TRUE,4/28/2022 13:36,"About $1,500",35,Female,Black or African American,No,High school diploma or GED,Somewhat of a problem,Somewhat of a problem,Somewhat of a problem,Serious problem,Serious problem,Somewhat of a problem,Somewhat of a problem,Serious problem,Serious problem,Not a problem,Somewhat of a problem,Somewhat of a problem,Somewhat of a problem,Not a problem,Agree,Disagree,Disagree,,Yes,Yes,2,2,3,3,3,3,3,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Very likely,Very likely,Likely,Likely,Likely,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Qual2726-0413ScottGenpopBS,1,,182
4/28/2022 13:49,4/28/2022 13:49,100,39,TRUE,4/28/2022 13:49,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,39
4/28/2022 13:53,4/28/2022 13:54,100,60,TRUE,4/28/2022 13:54,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,60
4/28/2022 13:56,4/28/2022 13:56,100,10,TRUE,4/28/2022 13:56,About $500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,10
4/28/2022 14:09,4/28/2022 14:10,100,52,TRUE,4/28/2022 14:10,About $500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,52
4/28/2022 14:10,4/28/2022 14:17,100,396,TRUE,4/28/2022 14:17,"About $1,500",43,Female,Black or African American,No,Less than a high school diploma,Serious problem,Serious problem,Not a problem,Serious problem,Serious problem,Serious problem,Serious problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Serious problem,Strongly disagree,Agree,Strongly agree,No,No,Yes,0,0,0,1,0,0,0,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Very unlikely,Very unlikely,Very unlikely,Likely,Very unlikely,Strongly agree,Agree,Agree,Strongly disagree,Strongly agree,Qual2726-0413ScottGenpopBS,1,,396
4/28/2022 14:23,4/28/2022 14:34,100,704,TRUE,4/28/2022 14:34,"About $1,500",85,Female,Black or African American,No,Bachelor's degree,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Disagree,Agree,Disagree,No,,,0,0,0,0,0,0,0,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Agree,Unlikely,Likely,Unlikely,Likely,Unlikely,Agree,Disagree,Agree,Disagree,Disagree,Qual2726-0413ScottGenpopBS,1,,704
4/28/2022 14:38,4/28/2022 14:40,100,155,TRUE,4/28/2022 14:40,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,155
4/28/2022 14:39,4/28/2022 14:47,100,445,TRUE,4/28/2022 14:47,"About $1,500",68,Female,Black or African American,No,Bachelor's degree,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Disagree,Agree,Disagree,No,,,0,0,0,1,0,0,0,Agree,Agree,Disagree,Disagree,Disagree,Agree,Strongly disagree,Disagree,Disagree,Agree,Agree,Likely,Likely,Unlikely,Likely,Unlikely,Disagree,Disagree,Disagree,Disagree,Agree,Qual2726-0413ScottGenpopBS,1,,445
4/28/2022 14:50,4/28/2022 14:50,100,8,TRUE,4/28/2022 14:50,About $500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,8
4/28/2022 14:48,4/28/2022 14:52,100,206,TRUE,4/28/2022 14:52,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,206
4/28/2022 14:48,4/28/2022 14:52,100,223,TRUE,4/28/2022 14:52,"About $1,500",31,Female,Black or African American,No,High school diploma or GED,Not a problem,Not a problem,Not a problem,Not a problem,Somewhat of a problem,Somewhat of a problem,Somewhat of a problem,Somewhat of a problem,Somewhat of a problem,Somewhat of a problem,Somewhat of a problem,Serious problem,Serious problem,Serious problem,Agree,Agree,Agree,No,No,No,0,0,0,0,0,0,0,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Very unlikely,Agree,Agree,Agree,Disagree,Agree,Qual2726-0413ScottGenpopBS,1,,223
4/28/2022 14:52,4/28/2022 14:53,100,12,TRUE,4/28/2022 14:53,About $1 million,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,12
4/28/2022 14:48,4/28/2022 14:57,100,494,TRUE,4/28/2022 14:57,"About $1,500",40,Female,Black or African American,No,Bachelor's degree,Not a problem,Somewhat of a problem,Not a problem,Somewhat of a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Somewhat of a problem,Disagree,Agree,Disagree,No,No,No,0,0,0,0,0,0,0,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Unlikely,Unlikely,Likely,Unlikely,Likely,Disagree,Disagree,Agree,Disagree,Agree,Qual2726-0413ScottGenpopBS,1,,494
4/28/2022 15:00,4/28/2022 15:00,100,30,TRUE,4/28/2022 15:00,About $1 million,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,30
4/28/2022 15:08,4/28/2022 15:12,100,290,TRUE,4/28/2022 15:12,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,290
4/28/2022 15:07,4/28/2022 15:13,100,350,TRUE,4/28/2022 15:13,"About $1,500",38,Female,Black or African American,No,Some college,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Not a problem,Strongly agree,Strongly agree,Strongly disagree,No,,,0,0,0,0,0,0,0,Agree,Agree,Agree,Agree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Very likely,Very likely,Very likely,Very likely,Unlikely,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Qual2726-0413ScottGenpopBS,1,,350
4/28/2022 15:15,4/28/2022 15:36,100,1272,TRUE,4/28/2022 15:36,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,1272
4/28/2022 15:36,4/28/2022 15:37,100,77,TRUE,4/28/2022 15:37,About $1 million,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,77
4/28/2022 16:22,4/28/2022 16:26,100,199,TRUE,4/28/2022 16:26,"About $1,500",20,,Black or African American,No,Less than a high school diploma,Not a problem,Serious problem,Somewhat of a problem,Not a problem,Not a problem,Not a problem,Not a problem,Serious problem,Serious problem,,Not a problem,Somewhat of a problem,Not a problem,Somewhat of a problem,Strongly disagree,Agree,Strongly disagree,No,Yes,Yes,1,2,1,0,0,4 or more,2,Agree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Disagree,Agree,Strongly agree,Strongly agree,Strongly disagree,Unlikely,Very unlikely,Very likely,Likely,Very unlikely,Disagree,Disagree,Disagree,Disagree,Strongly agree,Qual2726-0413ScottGenpopBS,1,,199
4/28/2022 16:27,4/28/2022 16:27,100,9,TRUE,4/28/2022 16:27,About $500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,9
4/28/2022 16:26,4/28/2022 16:28,100,104,TRUE,4/28/2022 16:28,About $1 million,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,104
4/28/2022 16:26,4/28/2022 16:28,100,123,TRUE,4/28/2022 16:28,None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,123
4/28/2022 16:46,4/28/2022 16:47,100,20,TRUE,4/28/2022 16:47,About $500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,20
4/28/2022 16:46,4/28/2022 16:47,100,56,TRUE,4/28/2022 16:47,About $1 million,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,56
4/28/2022 16:47,4/28/2022 16:48,100,26,TRUE,4/28/2022 16:48,"About $25,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,26
4/28/2022 16:47,4/28/2022 16:48,100,40,TRUE,4/28/2022 16:48,"About $25,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual2726-0413ScottGenpopBS,2,attention_check,40
